,OBJECTID,CATEGORIA,NOMBRE,ABREVIADO,SUBCATEGORIA,PROPIETARIO,ID_DISTRITO,SHAPE
124,128,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487243.8406999996, 1100327.6369000003], [487261.2651000004, 1100310.238], [487261.7810000004, 1100310.727499999], [487264.88989999983, 1100307.6053999998], [487266.0407999996, 1100303.7688999996], [487264.73110000044, 1100300.6204000004], [487261.34449999966, 1100299.3636000007], [487257.7857999997, 1100300.7393999994], [487254.5658, 1100304.0653000008], [487253.1688000001, 1100302.8746000007], [487254.2483000001, 1100301.8745000008], [487248.96190000046, 1100296.7627000008], [487245.6758000003, 1100300.2235000003], [487244.40579999983, 1100299.0486999992], [487247.5491000004, 1100295.5244999994], [487242.1832999997, 1100290.5239000004], [487223.91779999994, 1100309.4350000005], [487243.8406999996, 1100327.6369000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
125,129,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487371.1917000003, 1100277.3872999996], [487387.6327999998, 1100260.5160000008], [487374.00210000016, 1100247.4046], [487364.5432000002, 1100257.4190999996], [487351.63150000013, 1100245.0763000008], [487352.5351, 1100244.172700001], [487350.16110000014, 1100241.7986999992], [487349.1166000003, 1100242.8432], [487339.11539999954, 1100233.1329999994], [487340.80869999994, 1100231.2544], [487335.35830000043, 1100228.4233999997], [487335.72869999986, 1100228.0793999992], [487330.25179999974, 1100222.4702000003], [487326.09779999964, 1100226.6506999992], [487331.44240000006, 1100231.8101000004], [487330.8602999998, 1100232.4186000004], [487334.7232999997, 1100238.265900001], [487335.46410000045, 1100237.5779999997], [487338.4274000004, 1100240.3297000006], [487338.53330000024, 1100242.2875999995], [487337.42200000025, 1100242.5786000006], [487335.35830000043, 1100243.1077999994], [487333.0828, 1100244.5895000007], [487331.75989999995, 1100245.5949000008], [487330.7810000004, 1100246.8120000008], [487330.1723999996, 1100248.0025999993], [487329.80200000014, 1100250.0662999991], [487329.66970000044, 1100252.3682000004], [487329.77550000045, 1100253.6118], [487330.0931000002, 1100255.0669999998], [487337.1573999999, 1100253.5853000004], [487338.4009999996, 1100254.6436], [487337.0251000002, 1100261.6550999992], [487339.3535000002, 1100261.7873999998], [487340.94099999964, 1100261.6816000007], [487342.8195000002, 1100261.0730000008], [487344.3541000001, 1100260.2528000008], [487345.62409999967, 1100259.4855000004], [487347.07930000033, 1100258.1890999991], [487347.95249999966, 1100256.8661000002], [487348.7991000004, 1100255.0933999997], [487349.2753999997, 1100253.929300001], [487349.5928999996, 1100252.2094999999], [487351.07459999993, 1100252.3153000008], [487354.83160000015, 1100255.9666000009], [487355.01690000016, 1100257.792199999], [487352.2122999998, 1100258.8770000003], [487349.77809999976, 1100260.1998999994], [487347.82019999996, 1100262.2106999997], [487346.78830000013, 1100264.1687000003], [487346.3650000002, 1100265.4915999994], [487346.2061999999, 1100267.3436999992], [487346.3650000002, 1100270.5979999993], [487353.56159999967, 1100269.1958000008], [487354.88460000046, 1100270.4127999991], [487353.3764000004, 1100277.4771999996], [487354.85809999984, 1100277.636], [487356.7631000001, 1100277.5300999992], [487358.2977, 1100277.1067999993], [487359.59420000017, 1100276.7098999992], [487360.7054000003, 1100276.1808000002], [487361.92250000034, 1100275.2811999992], [487363.3247999996, 1100273.7730999999], [487364.7270999998, 1100271.9474], [487365.54729999974, 1100269.7777999993], [487366.1029000003, 1100267.2906999998], [487370.1775000002, 1100271.1536999997], [487367.7962999996, 1100273.5614], [487367.39940000046, 1100274.4344999995], [487367.37289999984, 1100275.0694999993], [487367.4258000003, 1100275.8896999992], [487367.9550000001, 1100276.8421999998], [487368.6694, 1100277.4243], [487369.8158999998, 1100277.6519000009], [487371.1917000003, 1100277.3872999996]], [[487401.7507999996, 1100237.8479999993], [487399.1314000003, 1100235.228599999], [487392.46389999986, 1100258.2739000004], [487394.8633000003, 1100259.8786999993], [487395.45490000024, 1100259.2554000001], [487401.7507999996, 1100237.8479999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
126,130,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487308.4397999998, 1100342.0227000006], [487313.4721999997, 1100337.0062000006], [487314.5516999997, 1100338.0381000005], [487324.6958999997, 1100327.7668999992], [487323.3306, 1100326.4333999995], [487327.33110000007, 1100322.3059], [487329.5854000002, 1100324.3221000005], [487331.5697999997, 1100322.321799999], [487330.6966000004, 1100321.3216999993], [487331.90309999976, 1100320.0676000006], [487332.8080000002, 1100320.9407000002], [487336.34810000006, 1100317.1623999998], [487335.5067999996, 1100316.3051999994], [487336.7768000001, 1100315.0351999998], [487337.5864000004, 1100315.7495000008], [487341.0630000001, 1100312.1300000008], [487340.20579999965, 1100311.3203999996], [487341.5552000003, 1100309.8758000005], [487342.4282999998, 1100310.6853999998], [487345.9367000004, 1100307.0183000006], [487345.0477, 1100306.1451999992], [487346.3334999997, 1100304.7798999995], [487347.22250000015, 1100305.5736999996], [487349.1593000004, 1100303.5574999992], [487348.30200000014, 1100302.7160999998], [487349.06400000025, 1100301.8430000003], [487339.6794999996, 1100292.7347], [487300.3229, 1100334.2348999996], [487304.4046, 1100338.2048000004], [487306.1244000001, 1100336.4518999998], [487307.4079999998, 1100337.6570999995], [487305.7252000002, 1100339.4351000004], [487308.4397999998, 1100342.0227000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
127,131,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487337.16860000044, 1100290.9354999997], [487335.9780000001, 1100289.6391000003], [487335.47530000005, 1100290.5386999995], [487332.08860000037, 1100287.0990999993], [487312.5658999998, 1100308.1865999997], [487317.6423000004, 1100312.6050000004], [487336.7187999999, 1100291.7821999993], [487337.16860000044, 1100290.9354999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
128,132,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487368.50989999995, 1100357.0634000003], [487347.50189999957, 1100336.8757000007], [487342.8836000003, 1100341.772500001], [487350.2536000004, 1100348.6231999993], [487349.08939999994, 1100349.8402999993], [487353.4550999999, 1100353.9943000004], [487354.6721999999, 1100352.9359000009], [487360.9162999997, 1100359.021400001], [487360.44010000024, 1100359.6564000007], [487363.48280000035, 1100362.3022000007], [487368.50989999995, 1100357.0634000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
129,133,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487409.29420000035, 1100400.6086], [487401.5153999999, 1100392.8827999998], [487403.73790000007, 1100390.6338], [487404.3200000003, 1100391.0571999997], [487405.1138000004, 1100390.3162999991], [487406.3043999998, 1100391.6393], [487412.04590000026, 1100385.8449000008], [487415.4589999998, 1100388.887599999], [487422.23230000027, 1100381.7967000008], [487418.1842, 1100378.0132], [487414.74459999986, 1100381.4528], [487398.7637, 1100366.3715000004], [487387.7866000002, 1100377.9993999992], [487361.91029999964, 1100405.6218999997], [487355.48110000044, 1100411.9967], [487357.75320000015, 1100414.0603], [487355.82180000003, 1100416.0976], [487343.4763000002, 1100428.5684999991], [487346.75710000005, 1100431.5847999994], [487346.0957000004, 1100432.4049999993], [487354.43010000046, 1100440.5276999995], [487353.8214999996, 1100441.295], [487361.9972000001, 1100449.0472999997], [487361.62679999974, 1100449.4441999998], [487362.49990000017, 1100450.2115000002], [487393.14439999964, 1100417.9273000006], [487385.73610000033, 1100410.5188999996], [487397.11319999956, 1100396.2314], [487405.05069999956, 1100404.1689], [487409.29420000035, 1100400.6086]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
130,134,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487379.9001000002, 1100456.7152999993], [487374.81400000025, 1100462.0010000002], [487373.36369999964, 1100460.7123000007], [487373.0832000002, 1100461.0065000001], [487368.7440999998, 1100456.8790000007], [487367.52699999977, 1100458.1226000004], [487365.82180000003, 1100465.4053000007], [487364.72020000033, 1100465.2460999992], [487361.08210000023, 1100480.8235], [487370.8055999996, 1100482.9070999995], [487374.5098000001, 1100467.8257999998], [487377.4863, 1100468.5204000007], [487379.6030000001, 1100459.9543999992], [487379.4046, 1100459.359099999], [487379.9001000002, 1100456.7152999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
131,135,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487519.5351999998, 1100420.1973], [487498.14300000016, 1100399.7849000003], [487487.1919999998, 1100411.3494000006], [487482.87679999974, 1100406.7956000008], [487479.1782999998, 1100410.6766999997], [487483.8459999999, 1100414.8828999996], [487476.39910000004, 1100422.7468999997], [487497.8783999998, 1100443.0046999995], [487501.8471999997, 1100439.1417999994], [487519.5351999998, 1100420.1973]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
132,136,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487558.8805999998, 1100434.3641999997], [487505.3547, 1100383.2076999992], [487493.19049999956, 1100395.9725000001], [487494.44209999964, 1100396.7504999992], [487495.16980000027, 1100396.9157999996], [487496.8894999996, 1100396.7835000008], [487498.08019999973, 1100396.0559], [487500.26300000027, 1100393.5755000003], [487503.80179999955, 1100390.0035999995], [487517.3967000004, 1100402.7051999997], [487512.7670999998, 1100407.3131000008], [487515.96329999994, 1100410.3610999994], [487520.57909999974, 1100405.6785000004], [487524.43929999974, 1100409.2851], [487520.2390999999, 1100413.8823000006], [487521.7274000002, 1100415.2051999997], [487525.23309999984, 1100411.9970999993], [487525.77809999976, 1100412.4075000007], [487525.20660000015, 1100412.9313999992], [487525.3970999997, 1100413.1378000006], [487524.5081000002, 1100414.1854999997], [487525.9369000001, 1100415.4079], [487526.3655000003, 1100414.9157999996], [487526.9210999999, 1100415.5824999996], [487525.4764999999, 1100417.2018], [487544.7647000002, 1100435.7120999992], [487547.1935999999, 1100433.0610000007], [487547.73330000043, 1100433.5690000001], [487548.59059999976, 1100432.6958000008], [487550.3208999997, 1100434.1722], [487550.8104999997, 1100433.6559999995], [487555.41509999987, 1100437.8812000006], [487558.8805999998, 1100434.3641999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
133,137,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487523.4188000001, 1100385.5500000007], [487527.62569999974, 1100381.0255999994], [487530.6023000004, 1100383.7640000004], [487541.2781999996, 1100372.4927999992], [487538.42069999967, 1100369.7939999998], [487542.0719999997, 1100365.8253000006], [487536.00040000025, 1100359.9353999998], [487536.50380000006, 1100359.4633000009], [487534.67819999997, 1100357.701199999], [487533.8685999997, 1100358.5108000003], [487534.10670000035, 1100358.7171999998], [487514.37399999984, 1100379.1960000005], [487513.43740000017, 1100378.307], [487507.05590000004, 1100384.8335999995], [487509.4176000003, 1100387.0907000005], [487512.2576000001, 1100384.1896000002], [487521.7122999998, 1100392.9715999998], [487526.2366000004, 1100388.3280999996], [487523.4188000001, 1100385.5500000007]], [[487537.63939999975, 1100394.0803999994], [487533.1414999999, 1100389.4502000008], [487529.56960000005, 1100392.5591000002], [487534.4302000003, 1100397.2291], [487537.63939999975, 1100394.0803999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
134,138,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487550.62519999966, 1100358.1975999996], [487542.44959999993, 1100350.4188], [487536.3222000003, 1100356.9002999999], [487544.31489999965, 1100364.4682], [487550.62519999966, 1100358.1975999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
135,139,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487500.6721999999, 1100307.2656999994], [487522.18290000036, 1100284.7629000004], [487515.3169, 1100278.8096999992], [487516.46520000044, 1100277.3915999997], [487516.2270999998, 1100277.1852000002], [487517.1796000004, 1100276.2168000005], [487512.76630000025, 1100271.9623000007], [487511.84559999965, 1100272.8512999993], [487511.38520000037, 1100272.4861999992], [487511.2105999999, 1100272.6131999996], [487506.7655999996, 1100268.3110000007], [487501.74909999967, 1100273.3116999995], [487501.32600000035, 1100272.9561], [487508.9176000003, 1100265.1004000008], [487518.45710000023, 1100273.8918999992], [487529.1434000004, 1100284.0522000007], [487538.12069999985, 1100274.7322000004], [487535.41139999963, 1100272.2769000009], [487538.35360000003, 1100269.2500999998], [487525.1244000001, 1100256.6558999997], [487520.8487, 1100260.9949999992], [487515.5993999997, 1100255.8938999996], [487514.8479000004, 1100256.5500000007], [487514.4352000002, 1100256.1901999991], [487512.7207000004, 1100258.0423000008], [487512.63630000036, 1100258.1339999996], [487510.5976999998, 1100256.1839000005], [487508.28259999957, 1100258.4726], [487506.4966000002, 1100256.8189000003], [487503.75820000004, 1100259.7029], [487505.0943, 1100260.9860999994], [487502.02520000003, 1100263.9759], [487500.9933000002, 1100263.049900001], [487501.1785000004, 1100262.7852999996], [487498.69400000013, 1100260.4484], [487499.7120000003, 1100259.3951999992], [487497.80700000003, 1100257.4637000002], [487498.6007000003, 1100256.67], [487495.7432000004, 1100253.6801999994], [487487.8585999999, 1100261.6706000008], [487490.8722000001, 1100264.5599000007], [487491.25320000015, 1100264.1788999997], [487493.12430000026, 1100266.2109999992], [487497.3156000003, 1100266.4364999998], [487498.57239999995, 1100267.5080999993], [487495.54289999977, 1100270.4053000007], [487495.86039999966, 1100270.7756999992], [487495.37090000045, 1100271.2784000002], [487491.92339999974, 1100267.9168999996], [487492.5516999997, 1100267.2223000005], [487486.0270999996, 1100260.7533], [487485.8048999999, 1100260.9595999997], [487481.69319999963, 1100257.0544000007], [487481.9790000003, 1100256.7844999991], [487478.7298999997, 1100253.9640999995], [487475.84219999984, 1100257.0472999997], [487490.55310000014, 1100271.271400001], [487488.4294999996, 1100273.5066999998], [487488.7576000001, 1100273.8343000002], [487474.55119999964, 1100288.5350000001], [487478.8437000001, 1100292.6741000004], [487479.81149999984, 1100291.7577], [487494.0047000004, 1100305.2019999996], [487496.1875, 1100303.1778999995], [487500.6721999999, 1100307.2656999994]], [[487484.4293999998, 1100285.9800000004], [487493.49230000004, 1100276.5701000001], [487493.9227, 1100277.105799999], [487485.1913999999, 1100286.5990999993], [487484.4293999998, 1100285.9800000004]], [[487495.63939999975, 1100278.7764999997], [487498.9957999997, 1100275.2715000007], [487499.4631000003, 1100275.677100001], [487496.02020000014, 1100279.1470999997], [487495.63939999975, 1100278.7764999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
136,140,SALUD,HOSPITAL MÉXICO,HOSP. MÉXICO,HOSPITAL,ESTADO,7.0,"{'rings': [[[487474.6568999998, 1100286.2996999994], [487477.51439999975, 1100283.3151999991], [487475.44010000024, 1100281.367900001], [487482.57320000045, 1100273.917199999], [487484.68989999965, 1100275.9492000006], [487487.5262000002, 1100273.1129], [487488.1401000004, 1100273.8114], [487490.55310000014, 1100271.271400001], [487475.84219999984, 1100257.0472999997], [487472.2862, 1100260.7303], [487468.5820000004, 1100257.1954999994], [487468.1163999997, 1100257.5765000004], [487466.48649999965, 1100255.9043000005], [487469.2170000002, 1100252.9622000009], [487461.1361999996, 1100245.4373000003], [487456.6135999998, 1100250.0187], [487454.9294999996, 1100248.4537000004], [487455.52219999954, 1100247.8609999996], [487452.28369999956, 1100244.961100001], [487451.8602999998, 1100245.4056000002], [487444.95999999996, 1100252.4965000004], [487441.1500000004, 1100248.8770000003], [487437.53050000034, 1100252.5600000005], [487438.41949999984, 1100253.3855000008], [487438.12310000043, 1100253.7029999997], [487444.83299999963, 1100259.5026999991], [487445.8490000004, 1100258.4655000009], [487446.67449999973, 1100259.2062999997], [487445.6584999999, 1100260.2858000007], [487449.72250000015, 1100264.1592999995], [487449.40500000026, 1100264.5403000005], [487459.2474999996, 1100274.0865000002], [487460.39049999975, 1100273.0704999994], [487462.3167000003, 1100274.9331999999], [487461.2583999997, 1100276.1184999999], [487471.2067, 1100285.6436], [487472.5614, 1100284.3523999993], [487474.6568999998, 1100286.2996999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
